Rank,Title,Overall,Country,Region,Academic Reputation,Citations per Faculty,Faculty Student Ratio,Employer Reputation,International Student Ratio,International Research Network,International Faculty Ratio,Sustainabilty,FemaleStudentRatio,GDPperCapita,ImageLink
373,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),31.3,Spain,Europe,31.8,16.7,38.9,27.7,19.8,85.3,10.1,82.5,54,70.02244012,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg
374,University of Turin,31.3,Italy,Europe,41.5,33.3,3.2,7.2,5.3,87.5,4.1,83.6,61,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg
375,University of Florence,31.2,Italy,Europe,34.6,46.6,4.4,8.4,12.3,88.5,7.3,74.5,56,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg
376,University of Turku,31.2,Finland,Europe,27.8,29.3,52.3,12.1,4.4,86.3,33.2,52.5,63,81.21874008,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg
377,Nankai University,31.1,China,Asia,18.5,82.9,25.4,9.8,2.7,51.1,12.3,11.5,54,52.76973633,https://www.topuniversities.com/sites/default/files/nankai-university_882_small.jpg
378,Pontificia Universidad Javeriana,31.1,Colombia,Latin America,45.3,1.6,26.3,56.6,2.5,42.2,3.4,11.3,54,39.64359706,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_small.jpg
379,University of Tsukuba,31.1,Japan,Asia,36.6,17.3,54.7,22.5,19.3,66.9,12.4,63.4,38,73.04123134,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg
380,Technische Universität Bergakademie Freiberg,30.8,Germany,Europe,4.9,99.1,3.5,4.8,100,41.6,41.4,1.1,54,80.39040908,https://www.topuniversities.com/sites/default/files/231108074238am170028TUBAF-Siegel-blau-48x48.jpg
381,University of Kent,30.8,United Kingdom,Europe,15.4,45.7,14.6,10,49.8,78.8,95.1,40.4,53,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg
382,University of Pisa,30.7,Italy,Europe,40.4,38.8,8.6,15.1,4.2,88.3,5.9,56.7,52,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-pisa_499_small.jpg
383,Anna University,30.6,India,Asia,10,100,5.5,12,1.3,89.2,NA,24.7,41,18.52273058,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg
384,Western Sydney University,30.5,Australia,Oceania,19.9,31,4.8,14.2,45.5,87.4,100,89.2,59,86.09321752,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg
385,South China University of Technology,30.4,China,Asia,12.1,97.8,20,6.6,4.6,51.3,10.7,7.3,38,52.76973633,https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg
386,Universiti Brunei Darussalam (UBD),30.4,Brunei,Asia,20.2,9.9,92.9,8.8,46.5,35.4,100,12.7,54,NA,https://www.topuniversities.com/sites/default/files/universiti-brunei-darussalam-ubd_22212_small.jpg
387,Belarusian State University,30.3,Belarus,Europe,28.4,1.3,93,40.7,59.3,36.4,3.8,1,62,43.27483676,https://www.topuniversities.com/sites/default/files/belarusian-state-university_14128_small.jpg
388,Universidade Nova de Lisboa,30.2,Portugal,Europe,28.7,23.9,15.9,21.8,57,86.3,25.3,38.2,54,66.14337006,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg
389,University of Cyprus (UCY),30.1,Cyprus,Europe,10,75,4.5,4.7,20,73.4,93.8,5.8,54,63.59473057,https://www.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg
390,Università Vita-Salute San Raffaele,30.1,Italy,Europe,3.3,88.5,94.4,1.8,4.3,39.2,4.4,1.2,54,72.96288444,https://www.topuniversities.com/sites/default/files/universit-vita-salute-san-raffaele_592560cf2aeae70239af5016_small.jpg
391,Virginia Polytechnic Institute and State University,30.1,United States,North America,26.4,28.4,18.9,26.2,16.5,82.6,71.8,34.8,44,89.24293274,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg
392,National Taiwan University of Science and Technology (Taiwan Tech),30,Taiwan,Asia,27.6,29.4,43.5,37.9,25.5,29.8,19.7,38.8,30,NA,https://www.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg
393,National and Kapodistrian University of Athens,29.9,Greece,Europe,26.7,31,2.1,33.2,15.9,86.6,9.9,29.3,59,63.28306397,https://www.topuniversities.com/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg
394,"University of California, Santa Cruz",29.9,United States,North America,17.7,65.3,7.4,5.9,7,64.5,53.4,83.6,47,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg
395,"University of Rome ""Tor Vergata""",29.9,Italy,Europe,31.3,47.2,9,15.4,30.8,69.1,9.6,57.7,54,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small.jpg
396,Northeastern University,29.7,United States,North America,19.2,24.6,15.4,11.8,96.4,67.3,51.6,72.3,54,89.24293274,https://www.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg
397,Ruhr-Universität Bochum,29.7,Germany,Europe,20.3,53.4,2.5,8.8,39.3,87.3,48.8,53.5,54,80.39040908,https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg
398,Sejong University,29.7,South Korea,Asia,10.8,76.9,11.9,16.1,31.2,64.1,23.8,45.9,51,71.9896875,https://www.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg
399,University of Southern Queensland,29.7,Australia,Oceania,8.8,73.1,4.8,5.7,23,81,84.1,43,63,86.09321752,https://www.topuniversities.com/sites/default/files/220804085539am330175unisq-logo-qs-48x48.jpg
400,Université de Liège,29.7,Belgium,Europe,17,38,9.6,11.8,53,94.6,50.3,81.2,54,80.92198385,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg
401,Kazan (Volga region) Federal University,29.6,Russia,Europe,23.6,2.4,95.6,11.4,95.7,88.3,10.2,22.2,54,56.86751092,https://www.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg
402,Koç University,29.6,Türkiye,Asia,24.3,32.4,19.1,54.6,13,51.6,24.7,34.8,49,NA,https://www.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg
403,Amirkabir University of Technology,29.5,Iran,Asia,5.2,100,4.6,20.5,2.8,70.2,24.6,1.6,35,30.89332457,https://www.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg
404,University of Canberra,29.5,Australia,Oceania,14.3,51.2,2.4,7.7,69.4,63.1,79.6,70.9,56,86.09321752,https://www.topuniversities.com/sites/default/files/220623031009am674262UC-logo-48x48.jpg
405,Institut National des Sciences Appliquées de Lyon (INSA),29.3,France,Europe,7.4,60.6,33.7,28.7,58.3,59.5,29.2,2.4,54,77.46249131,https://www.topuniversities.com/sites/default/files/institut-national-des-sciences-appliques-de-lyon-insa_2461_small.jpg
406,Satbayev University,29.3,Kazakhstan,Asia,27.8,1.2,88.1,43.4,16.9,15,66.7,3.8,44,49.9990473,https://www.topuniversities.com/sites/default/files/kazakh-national-research-technical-university-after-k.i.satpayev_592560cf2aeae70239af52e7_small.jpg
407,USI - Università della Svizzera italiana,29.3,Switzerland,Europe,6.1,40.7,73.5,4.6,100,39.3,100,1.1,54,93.52750603,https://www.topuniversities.com/sites/default/files/usi-universit-della-svizzera-italiana_592560cf2aeae70239af50ca_small.jpg
408,"Birkbeck, University of London",29.1,United Kingdom,Europe,10,57.1,15.6,3.6,99.5,55.5,97.7,7.7,57,78.90086953,https://www.topuniversities.com/sites/default/files/birkbeck-university-of-london_1636_small.jpg
409,Masaryk University,29.1,Czechia,Europe,23.5,13.8,9.5,31.7,66.7,80.2,27.6,79.1,62,NA,https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg
410,HSE University,29,Russia,Europe,24,1.8,84.8,38.4,13.5,83.6,6.6,44.6,54,56.86751092,https://www.topuniversities.com/sites/default/files/220303011024pm152717HSE-logo-48x48.jpg
411,The American University in Cairo,29,Egypt,Africa,32.1,5.2,35.5,31.1,3.8,29.4,97,14.6,54,30.3810941,https://www.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg
412,Auckland University of Technology (AUT),28.9,New Zealand,Oceania,19.3,21.7,10.6,11.2,99.8,52.6,100,72.6,54,80.28335843,https://www.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg
413,Graz University of Technology,28.8,Austria,Europe,14.7,11.1,98.9,15.7,59.7,59.9,81.8,2.8,26,81.85182904,https://www.topuniversities.com/sites/default/files/graz-university-of-technology_1239_small.jpg
414,Yeshiva University,28.8,United States,North America,3.1,91.6,65.3,2.8,13.5,6.6,31.4,15.8,54,89.24293274,https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg
415,Concordia University,28.7,Canada,North America,15.8,17.5,3.3,11.4,92.3,73.8,87.4,89.8,50,83.04588614,https://www.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg
416,Oxford Brookes University,28.6,United Kingdom,Europe,30.7,7,13.7,37.6,67.4,68.4,67.5,13.2,58,78.90086953,https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg
417,Technion - Israel Institute of Technology,28.6,Israel,Asia,23.9,20.1,52,24.8,4.3,59.1,74.2,15,54,83.85825362,https://www.topuniversities.com/sites/default/files/technion-israel-institute-of-technology_600_small.jpg
418,Bogaziçi Üniversitesi,28.5,Türkiye,Asia,24.9,10.7,4.1,65.3,2.6,46.8,10.7,46.2,54,NA,https://www.topuniversities.com/sites/default/files/bogazii-niversitesi_1575_small.jpg
419,University of Dundee,28.5,United Kingdom,Europe,18.4,14,30.8,13.7,89.4,75.2,91.1,55.4,65,78.90086953,https://www.topuniversities.com/sites/default/files/241024102555am216937UoD-shield-RGB-48x48.jpg
420,Czech Technical University in Prague,28.4,Czechia,Europe,22,3.6,80.6,42.4,50.2,59.4,19.9,5.8,30,NA,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg
421,Dublin City University,28.3,Ireland,Europe,20.1,10.7,25.8,26,22.6,75.4,75,82.5,58,95.98810954,https://www.topuniversities.com/sites/default/files/240503081542am475450DCU-Primary-Logo-Black-6-scaled-48x48.jpg
422,University of Limerick,28.3,Ireland,Europe,18.3,23,15.7,25.5,30.8,72.5,87.1,76.4,50,95.98810954,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg
423,Aston University,28.1,United Kingdom,Europe,12.5,34.4,9,18.5,53.8,79.2,94.2,46.9,48,78.90086953,https://www.topuniversities.com/sites/default/files/230327021046pm745483Aston-Uni-Logo-Purple-RGB-min-48x48.jpg
424,Université Laval,28.1,Canada,North America,19.2,23.8,26,8.1,41.6,80.2,55.8,78.4,58,83.04588614,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg
425,National Taipei University of Technology,28,Taiwan,Asia,13.9,41.6,24.3,54.7,20.6,21.3,19.8,31.3,28,NA,https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg
426,IPB University (aka Bogor Agricultural University),27.9,Indonesia,Asia,23.5,1.8,71.4,46.9,3.6,19.1,53.2,35.1,54,32.66336292,https://www.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg
427,Leibniz University Hannover,27.9,Germany,Europe,21.2,17.4,17.9,32,26.9,78.5,46.3,82.1,44,80.39040908,https://www.topuniversities.com/sites/default/files/leibniz-universitt-hannover_249_small.jpg
428,Julius-Maximilians-Universität Würzburg,27.8,Germany,Europe,15.8,74.4,5.5,7,9.5,78.5,45,8.8,54,80.39040908,https://www.topuniversities.com/sites/default/files/julius-maximilians-universitt-wrzburg_592560cf2aeae70239af4d2d_small.jpg
429,Southeast University,27.8,China,Asia,13.5,82,20.8,6.6,3.4,69.2,14.4,11.6,36,52.76973633,https://www.topuniversities.com/sites/default/files/southeast-university_568_small.jpg
430,University of Science and Technology Beijing,27.7,China,Asia,11.8,99.4,10.2,4.2,2.8,56.8,3.1,3.6,54,52.76973633,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg
431,Central South University,27.6,China,Asia,8.6,99.7,5.5,4.1,4,67.5,6.4,3.9,54,52.76973633,https://www.topuniversities.com/sites/default/files/central-south-university_871_small.jpg
